Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Базовое_масло_8,typical,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_8,typical,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_8,typical,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_8,typical,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_8,typical,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_8,typical,"Температура застывания, ГОСТ 20287, метод Б",,-25.0
Базовое_масло_8,typical,Цвет Сейболт | -,,30.0
Базовое_масло_9,0768.24,Анилиновая точка,,68.4
Базовое_масло_9,0768.24,Группа по API,,2.0
Базовое_масло_9,0768.24,Деаэрация | ASTM D3427,,2.5
Базовое_масло_9,0768.24,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_9,0768.24,Деэм.время | ASTM D1401,,5.0
Базовое_масло_9,0768.24,Деэм.масло | ASTM D1401,,40.0
Базовое_масло_9,0768.24,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_9,0768.24,"Динамическая вязкость CCS -15°C, ASTM D5293",,1325.0
Базовое_масло_9,0768.24,"Динамическая вязкость CCS -20°C, ASTM D5293",,2226.0
Базовое_масло_9,0768.24,"Динамическая вязкость CCS -25°C, ASTM D5293",,3936.0
Базовое_масло_9,0768.24,"Динамическая вязкость CCS -30°C, ASTM D5293",,7364.0
Базовое_масло_9,0768.24,"Динамическая вязкость CCS -35°C, ASTM D5293",,11706.0
Базовое_масло_9,0768.24,"Индекс вязкости, ГОСТ 25371",,117.0
Базовое_масло_9,0768.24,"Испаряемость по NOACK, ASTM D5800",,7.0
Базовое_масло_9,0768.24,"Кинематическая вязкость, при 100°C, ASTM D445",,6.55
Базовое_масло_9,0768.24,"Кинематическая вязкость, при 40°C, ASTM D445",,40.37
Базовое_масло_9,0768.24,"Массовая доля кальция, ASTM D6481",,0.00068
Базовое_масло_9,0768.24,"Массовая доля серы, ASTM D6481",,0.00106
Базовое_масло_9,0768.24,"Массовая доля фосфора, ASTM D6481",,0.00015
Базовое_масло_9,0768.24,"Массовая доля цинка, ASTM D6481",,0.00018
Базовое_масло_9,0768.24,"Плотность при 15°С, ASTM D4052",,801.3
Базовое_масло_9,0768.24,"Плотность при 20°С, ASTM D4052",,797.7
Базовое_масло_9,0768.24,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_9,0768.24,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_9,0768.24,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_9,0768.24,"Температура застывания, ГОСТ 20287, метод Б",,-25.0
Базовое_масло_9,0768.24,Температура проведения теста | -,,50.0
Базовое_масло_9,0768.24,Цвет Сейболт | -,,30.0
Базовое_масло_9,0862.25,Анилиновая точка,,68.4
Базовое_масло_9,0862.25,Группа по API,,2.0
Базовое_масло_9,0862.25,Деаэрация | ASTM D3427,,2.5
Базовое_масло_9,0862.25,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_9,0862.25,Деэм.время | ASTM D1401,,5.0
Базовое_масло_9,0862.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,1325.0
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,2047.5
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,3581.0
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,5986.0
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,11706.0
Базовое_масло_9,0862.25,"Индекс вязкости, ГОСТ 25371",,118.0
Базовое_масло_9,0862.25,"Испаряемость по NOACK, ASTM D5800",,7.0
Базовое_масло_9,0862.25,"Кинематическая вязкость, при 100°C, ASTM D445",,6.27
Базовое_масло_9,0862.25,"Кинематическая вязкость, при 40°C, ASTM D445",,37.60666666666666
Базовое_масло_9,0862.25,"Массовая доля кальция, ASTM D6481",,0.00068
Базовое_масло_9,0862.25,"Массовая доля серы, ASTM D6481",,0.00106
Базовое_масло_9,0862.25,"Массовая доля фосфора, ASTM D6481",,0.00015
Базовое_масло_9,0862.25,"Массовая доля цинка, ASTM D6481",,0.00018
Базовое_масло_9,0862.25,"Плотность при 15°С, ASTM D4052",,801.3
Базовое_масло_9,0862.25,"Плотность при 20°С, ASTM D4052",,797.7
Базовое_масло_9,0862.25,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_9,0862.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_9,0862.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_9,0862.25,"Температура застывания, ГОСТ 20287, метод Б",,-22.0
Базовое_масло_9,0862.25,Температура проведения теста | -,,50.0
Базовое_масло_9,0862.25,Цвет Сейболт | -,,30.0
Базовое_масло_9,091.25,Анилиновая точка,,68.4
Базовое_масло_9,091.25,Группа по API,,2.0
Базовое_масло_9,091.25,Деаэрация | ASTM D3427,,2.5
Базовое_масло_9,091.25,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_9,091.25,Деэм.время | ASTM D1401,,5.0
Базовое_масло_9,091.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_9,091.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,1325.0
Базовое_масло_9,091.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,1869.0
Базовое_масло_9,091.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,3226.0
Базовое_масло_9,091.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,5929.0
Базовое_масло_9,091.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,11706.0
Базовое_масло_9,091.25,"Индекс вязкости, ГОСТ 25371",,118.0
Базовое_масло_9,091.25,"Испаряемость по NOACK, ASTM D5800",,7.0
Базовое_масло_9,091.25,"Кинематическая вязкость, при 100°C, ASTM D445",,6.18
Базовое_масло_9,091.25,"Кинематическая вязкость, при 40°C, ASTM D445",,36.15
Базовое_масло_9,091.25,"Массовая доля кальция, ASTM D6481",,0.00068
Базовое_масло_9,091.25,"Массовая доля серы, ASTM D6481",,0.00106
Базовое_масло_9,091.25,"Массовая доля фосфора, ASTM D6481",,0.00015
Базовое_масло_9,091.25,"Массовая доля цинка, ASTM D6481",,0.00018
Базовое_масло_9,091.25,"Плотность при 15°С, ASTM D4052",,801.3
Базовое_масло_9,091.25,"Плотность при 20°С, ASTM D4052",,797.7
Базовое_масло_9,091.25,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_9,091.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_9,091.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_9,091.25,"Температура застывания, ГОСТ 20287, метод Б",,-22.0
Базовое_масло_9,091.25,Температура проведения теста | -,,50.0
Базовое_масло_9,091.25,Цвет Сейболт | -,,30.0
Базовое_масло_9,typical,Анилиновая точка,,68.4
Базовое_масло_9,typical,Группа по API,,2.0
Базовое_масло_9,typical,Деаэрация | ASTM D3427,,2.5
Базовое_масло_9,typical,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_9,typical,Деэм.время | ASTM D1401,,5.0
Базовое_масло_9,typical,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_9,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",,1325.0
Базовое_масло_9,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",,2047.5
Базовое_масло_9,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",,3581.0
Базовое_масло_9,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",,6426.333333333333
Базовое_масло_9,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",,11706.0
Базовое_масло_9,typical,"Индекс вязкости, ГОСТ 25371",,119.0
Базовое_масло_9,typical,"Испаряемость по NOACK, ASTM D5800",,7.0
Базовое_масло_9,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,6.333333333333333
Базовое_масло_9,typical,"Кинематическая вязкость, при 40°C, ASTM D445",,36.3
Базовое_масло_9,typical,"Массовая доля кальция, ASTM D6481",,0.00068
Базовое_масло_9,typical,"Массовая доля серы, ASTM D6481",,0.00106
Базовое_масло_9,typical,"Массовая доля фосфора, ASTM D6481",,0.00015
Базовое_масло_9,typical,"Массовая доля цинка, ASTM D6481",,0.00018
Базовое_масло_9,typical,"Плотность при 15°С, ASTM D4052",,801.3
Базовое_масло_9,typical,"Плотность при 20°С, ASTM D4052",,797.7
Базовое_масло_9,typical,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_9,typical,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_9,typical,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_9,typical,"Температура застывания, ГОСТ 20287, метод Б",,-19.0
Базовое_масло_9,typical,Температура проведения теста | -,,50.0
Базовое_масло_9,typical,Цвет Сейболт | -,,30.0
Депрессорная_присадка_1,017.24,"Кинематическая вязкость, при 100°C, ASTM D445",,362.35
Депрессорная_присадка_1,017.24,"Кинематическая вязкость, при 40°C, ASTM D445",,1828.0
Депрессорная_присадка_1,017.24,"Плотность при 15°С, ASTM D4052",,885.5
Депрессорная_присадка_1,017.24,"Плотность при 20°С, ASTM D4052",,882.2
Депрессорная_присадка_1,0800.24,"Кинематическая вязкость, при 100°C, ASTM D445",,305.4
Депрессорная_присадка_1,0800.24,"Кинематическая вязкость, при 40°C, ASTM D445",,1828.0
